	Jour	Annee	Mois	Jour.1	Depart	Arrivee	Pays	Km_jours	Km_cumule	Altitude	Lat_degres	Lat_minutes	Lat_decimale	Lat_radian	Long_degres	Long_minutes	Long_decimale	Long_radian	km_vol_oiseau	km_corde	km_segment	km_cumule	Unnamed: 22	Objet	Lieu	Contexte	Catégorie	Post	Jour xxx	Titre	Unnamed: 30	Poids	Taille	Couleur	Matiere	Origine	Unnamed: 36	Date	Coordonnees
869	870	2015	5	16	Eskipazar	Yeniçağa	Turkey	45	12963	992	40	46.268	40.7711	0.7116	31	59.302	31.9884	0.5583	2949.4	2923.2	51.3	66030.0		Cailloux peint 	"Yeniçağa	 Turquie"	Bivouac avec William (UK)	Carnet de bord	1	Jour 870	Un peu de montagne...		1.51	15	3	6	2		samedi 16 mai 2015	"N 40°46	268' E 31°59	302'"
837	838	2015	4	14	Trabzon	Cal-Magarasi	Turkey	0	11963	1107	40	51.906	40.8651	0.7132	39	22.761	39.3794	0.6873	3494.4	3450.8	35.8	64913.2		Caillou	Cal Magarasi	"Visite de grotte Magarasi	 montage check point"	Almanach	0	Jour 838			2.52	17	17	6	1		mardi 14 avril 2015	"N 40°51	906' E 39°22	761'"
840	841	2015	4	17	Sümela	Uzungöl	Turkey	0	11963	1122	40	37.102	40.6184	0.7089	40	18.027	40.3005	0.7034	3575.8	3529.1	54.7	65033.9		Tranche de smartphone	"Uzungöl	 Turquie "	Ballade en famille	Almanach	0	Jour 841			2.16	115	14	2	2		vendredi 17 avril 2015	"N 40°37	102' E 40°18	027'"
839	840	2015	4	16	Trabzon	Sümela	Turkey	0	11963	1226	40	41.217	40.687	0.7101	39	39.539	39.659	0.6922	3524.5	3479.8	35.3	64979.2		Petite cuillère 	"Sümela	 Turquie"	Visite du monastère de Sümela	Almanach	0	Jour 840			2.68	55	14	2	2		jeudi 16 avril 2015	"N 40°41	217' E 39°39	539'"
54	55	2012	11	23	Buitrago	Bustarviejo	Spain	35	1706	1228	40	51.475	40.8579	0.7131	-3	#CHAMP!	#CHAMP!	#CHAMP!	794.3	793.8	36.2	1246.7		Pellet	Bustarviejo	Chaleur retrouvée	Carnet de bord	1	Jour 55	Bustarviejo		1.57	44	17	1	2		vendredi 23 novembre 2012	"N 40°51	475' W 3°42	818'"
864	865	2015	5	11	Abana	Route-de-Kastamonu	Turkey	35	12683	1289	41	47.048	41.7841	0.7293	34	5.276	34.0879	0.5949	3054.4	3025.2	22.4	65800.9		Fragment de briquet 	"Route de Kastamonu	 Turquie"	De la mer à la neige en une journée 	Almanach	0	Jour 865			1.37	18	14	2	2		lundi 11 mai 2015	"N 41°47	048' E 34°05	276'"
727	728	2014	12	25	Sarangkot	Kathmandu	Nepal	0	10771	1303	27	43.126	27.7188	0.4838	85	18.521	85.3087	1.4889	7720.0	7256.5	145.9	57206.7		Stylo 	"Thamel	 Kathmandu"	Joyeux Noel	Almanach	0	Jour 728			0.77	64	8	0	2		jeudi 25 décembre 2014	"N 27°43	1255' E 85°18	5209'"
715	716	2014	12	13	Kathmandu	Kathmandu	Nepal	0	10771	1308	27	43.208	27.7201	0.4838	85	18.84	85.314	1.489	7720.2	7256.7	0.4	56693.8		Bouton	"Hanuman Chowk Marg	 Kathmandu"	2ème session ambassade	Almanach	0	Jour 716			0.26	11	13	3	2		samedi 13 décembre 2014	"N 27°43	2081' E 85°18	8395'"
53	54	2012	11	22	Boceguillas	Buitrago	Spain	55	1671	1311	41	10.106	41.1684	0.7185	-3	#CHAMP!	#CHAMP!	#CHAMP!	760.3	759.9	44.1	1210.5		Quartz	Col de Somossiera	Jour noir	Carnet de bord	1	Jour 54	Col de Somossiera		4.19	20	13	6	1		jeudi 22 novembre 2012	"N 41°10	106' W 3°35	108'"
713	714	2014	12	11	Kathmandu	Kathmandu	Nepal	0	10771	1316	27	42.958	27.716	0.4837	85	18.765	85.3128	1.489	7720.5	7256.9	0.1	56692.6		Pan Masala	"Kathmandu	 Thamel"	Les vacances s'annonces	Almanach	0	Jour 714			2.69	63	7	0	2		jeudi 11 décembre 2014	"N 27°42	9580' E 85°18	7651'"
722	723	2014	12	20	Namobudha	Katmandhu	Nepal	0	10771	1321	27	42.964	27.7161	0.4837	85	18.687	85.3114	1.489	7720.4	7256.8	31.4	56757.8		Connecteur	"Thamal	 Katmandhu"	Vacances à 4	Almanach	0	Jour 723			1.48	44	15	0	2		samedi 20 décembre 2014	"N 27°42	964' E 85°18	6869'"
712	713	2014	12	10	Kuala-Lumpur	Kathmandu	Nepal	0	10771	1323	27	42.93	27.7155	0.4837	85	18.69	85.3115	1.489	7720.4	7256.9	3277.7	56692.5		Elastique	"Thamel	 Kathmandu	 Népal"	Retrouvaille Roxana	Almanach	0	Jour 713			1.0	84	12	3	2		mercredi 10 décembre 2014	"N 27°42	9295' E 85°18	6902'"
714	715	2014	12	12	Kathmandu	Kathmandu	Nepal	0	10771	1326	27	43.293	27.7215	0.4838	85	19.067	85.3178	1.4891	7720.4	7256.9	0.8	56693.4		Barette	"Kathmandu	 ambassade indienne"	1ère session ambassade	Almanach	0	Jour 715			2.85	66	0	2	2		vendredi 12 décembre 2014	"N 27°43	2926' E 85°19	0669'"
724	725	2014	12	22	Nagarkot	Kathmandu	Nepal	0	10771	1327	27	43.291	27.7215	0.4838	85	19.066	85.3178	1.4891	7720.4	7256.9	20.4	56799.3		Bracelet disco	"Service visa indien	 Kathmandu"	3ème session ambassade	Almanach	0	Jour 725			2.53	147	14	0	2		lundi 22 décembre 2014	"N 27°43	2912' E 85°19	066'"
717	718	2014	12	15	Bakthapur	Bakthapur	Nepal	0	10771	1328	27	40.464	27.6744	0.483	85	25.658	85.4276	1.491	7731.8	7266.2	0.2	56706.4		Clé	Bakthapur	Retrouvaille Navin (pour Barth)	Almanach	0	Jour 718			4.35	36	17	2	2		lundi 15 décembre 2014	"N 27°40	4635' E 85°25	6581'"
718	719	2014	12	16	Bakthapur	Bakthapur	Nepal	0	10771	1336	27	40.474	27.6746	0.483	85	25.786	85.4298	1.491	7731.9	7266.3	0.2	56706.6		Pendentif  	Bakthapur	Vacances	Almanach	0	Jour 719			2.93	25	11	2	2		mardi 16 décembre 2014	"N 27°40.4739' E 85°25	7860'"
716	717	2014	12	14	Kathmandu	Bakthapur	Nepal	0	10771	1344	27	40.347	27.6724	0.483	85	25.655	85.4276	1.491	7731.9	7266.3	12.4	56706.2		Billet d'entrée	Bakthapur	Vacances	Carnet de bord	1	Jour 717	Namasté Népal		0.88	162	13	5	2		dimanche 14 décembre 2014	"N 27°40	3466' E 85°25	6552'"
841	842	2015	4	18	Uzungöl	Karaca-cave	Turkey	0	11963	1355	40	32.647	40.5441	0.7076	39	24.167	39.4028	0.6877	3513.0	3468.7	76.3	65110.1		Fleur plastique 	"Karaca cave	 Turquie"	Visite de la grotte de Karaca	Almanach	0	Jour 842			0.35	40	12	0	2		samedi 18 avril 2015	"N 40°32	647' E 39°24	167'"
669	670	2014	10	28	Impahl	Montagne-Manipur	India	5	10516	1511	25	37.689	25.6281	0.4473	94	6.313	94.1052	1.6424	8496.9	7881.4	93.3	48346.8		Poignée de braguette marron	Montagne Manipur	Journée bus	Carnet de bord	1	Jour 670	Premiers pas en Inde		0.41	23	10	2	2		mardi 28 octobre 2014	"N 25°37	6887' E 94°06	3130'"
719	720	2014	12	17	Bakthapur	Dhuliquel	Nepal	0	10771	1553	27	37.152	27.6192	0.482	85	33.074	85.5512	1.4931	7744.8	7276.9	13.5	56720.1		Cable	Dhuliquel	Vacances	Almanach	0	Jour 720			0.93	47	0	0	2		mercredi 17 décembre 2014	"N 27°37	1519' E 85°33	0739"
720	721	2014	12	18	Dhuliquel	Dhuliquel	Nepal	0	10771	1557	27	37.078	27.618	0.482	85	33.197	85.5533	1.4932	7745.0	7277.1	0.2	56720.3		Cordon	Dhuliquel	Vacances	Almanach	0	Jour 721			0.57	125	15	4	2		jeudi 18 décembre 2014	"N 27°37	0783' E 85°33	1973'"
726	727	2014	12	24	Lac-de-Pokara	Sarangkot	Nepal	0	10771	1566	28	14.733	28.2456	0.493	83	56.919	83.9486	1.4652	7583.3	7143.7	115.9	57060.9		Cable	"Sarangkot	 Népal"	Rando	Almanach	0	Jour 727			4.11	60	14	0	2		mercredi 24 décembre 2014	"N 28°14	7330' E 83°56	9188'"
721	722	2014	12	19	Dhuliquel	Namobudha	Nepal	0	10771	1665	27	34.2	27.57	0.4812	85	35.033	85.5839	1.4937	7750.9	7281.9	6.1	56726.4		Crayon	Namobudha	Rando	Almanach	0	Jour 722			1.34	59	7	0	2		vendredi 19 décembre 2014	"N 27°34	1995' E 85°35	0333'"
723	724	2014	12	21	Katmandhu	Nagarkot	Nepal	0	10771	1956	27	43.418	27.7236	0.4839	85	31.526	85.5254	1.4927	7734.8	7268.7	21.1	56778.9		Bouton	Nagarkot	Bon trip	Almanach	0	Jour 724			1.32	19	3	2	2		dimanche 21 décembre 2014	"N 27°43	4175' E 85°31	5257'"
738	739	2015	1	5	Vashisht	Vashisht	India	0	10771	2010	32	15.635	32.2606	0.5631	77	11.348	77.1891	1.3472	6803.0	6484.5	0.5	58761.1		Photo	"Vashisht	 Himashal Pradesh"	Migration	Almanach	0	Jour 739			0.39	47	12	5	2		lundi 5 janvier 2015	"N 32°15	6354' E 77°11	3482'"
732	733	2014	12	30	Agra	Old-Manali	India	0	10771	2031	32	15.32	32.2553	0.563	77	10.618	77.177	1.347	6802.5	6484.1	568.0	58758.3		Gomme	"Old Manali	 Himachal Pradesh"	Vacances prolongation	Almanach	0	Jour 733			0.86	30	12	3	2		mardi 30 décembre 2014	"N 32°15	3202' E 77°10	6182'"
736	737	2015	1	3	Vashisht	Vashisht	India	0	10771	2061	32	16.047	32.2674	0.5632	77	11.246	77.1874	1.3472	6802.4	6484.0	0.2	58760.3		Bidi	"Vashisht	 Himachal Pradesh"	Chile out	Almanach	0	Jour 737			0.4	62	17	1	2		samedi 3 janvier 2015	"N 32°16	0466' E 77°11	2455'"
737	738	2015	1	4	Vashisht	Vashisht	India	0	10771	2062	32	15.881	32.2647	0.5631	77	11.271	77.1878	1.3472	6802.6	6484.2	0.3	58760.6		Connectique	"Vashisht	 Himashal Pradesh"	Vacances	Almanach	0	Jour 738			0.14	15	14	2	2		dimanche 4 janvier 2015	"N 32°15	8814' E 77°11	2706'"
735	736	2015	1	2	Vashisht	Vashisht	India	0	10771	2067	32	15.924	32.2654	0.5631	77	11.269	77.1878	1.3472	6802.5	6484.2	0.1	58760.1		Pétard	"Vashisht	 Himachal Pradesh"	Chile out	Almanach	0	Jour 736			0.38	38	12	5	2		vendredi 2 janvier 2015	"N 32°15	9239' E 77°11	2690'"
734	735	2015	1	1	Vashisht	Vashisht	India	0	10771	2068	32	15.972	32.2662	0.5632	77	11.259	77.1877	1.3472	6802.5	6484.1	0.1	58760.0		Fermeture éclaire	Vashisht Himachal Pradesh	2015 quoi!	Almanach	0	Jour 735			1.85	183	0	3	2		jeudi 1 janvier 2015	"N 32°15	9718' E 77°11	2590'"
733	734	2014	12	31	Old-Manali	Vashisht	India	0	10771	2070	32	16.022	32.267	0.5632	77	11.26	77.1877	1.3472	6802.4	6484.0	1.6	58759.9		Crayon feutre	"Vashisht	 Himachal Pradesh"	Reveillon	Almanach	0	Jour 734			1.11	45	6	0	2		mercredi 31 décembre 2014	"N 32°16	0224' E 77°11	2600'"
303	304	2013	7	30	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	25.532	19.4255	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8781.0	8102.7	2.1	21720.0		Reflecteur de laser	Calle 5 de Febrero	Rencontres punk	Carnet de bord	1	Jour 304	Calle 5 de Febrero		1.92	13	14	2	2		mardi 30 juillet 2013	"N 19°25	532' W 99°08	423'"
321	322	2013	8	17	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	1.8	21747.2		Rustine	Central Del Pueblo	"UPS	 épisode 2"	Carnet de bord	1	Jour 322	Central Del Pueblo		0.78	32	15	3	2		samedi 17 août 2013	"N 19°26	279' W 99°07	498'"
302	303	2013	7	29	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	2.7	21717.9		Objet de métal non identifié	Central Del Pueblo	Patching	Carnet de bord	1	Jour 303	Central Del Pueblo		2.3	28	14	2	2		lundi 29 juillet 2013	"N 19°26	279' W 99°07	498'"
319	320	2013	8	15	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21743.6		Ballon de baudruche	Central Del Pueblo	Pestacle	Carnet de bord	1	Jour 320	Central Del Pueblo		1.48	70	4	3	2		jeudi 15 août 2013	"N 19°26	279' W 99°07	498'"
335	336	2013	8	31	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	4.5	21778.1		Bois pour infusion	Central Del Pueblo	Attente	Carnet de bord	1	Jour 336	Central Del Pueblo		2.29	32	17	1	1		samedi 31 août 2013	"N 19°26	279' W 99°07	498'"
299	300	2013	7	26	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21711.6		Feu de Bengal	Central Del Pueblo	Vernissage #1	Carnet de bord	1	Jour 300	Central Del Pueblo		0.63	65	14	0	2		vendredi 26 juillet 2013	"N 19°26	279' W 99°07	498'"
298	299	2013	7	25	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.266	19.4378	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.1	1.9	21711.6		Mèche	Central Del Pueblo	Premier montage de la structure	Carnet de bord	1	Jour 299	Central Del Pueblo		1.6	57	15	2	2		jeudi 25 juillet 2013	"N 19°26	266' W 99°07	508'"
318	319	2013	8	14	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21743.6		Cable de frein	Central Del Pueblo	Entretient du vélo (suite)	Carnet de bord	1	Jour 319	Central Del Pueblo		1.43	30	14	2	0		mercredi 14 août 2013	"N 19°26	279' W 99°07	498'"
324	325	2013	8	20	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21753.0		Fragment de canne à pêche	Central Del Pueblo	"UPS	 épisode 3"	Carnet de bord	1	Jour 325	Central Del Pueblo		1.58	32	15	3	2		mardi 20 août 2013	"N 19°26	279' W 99°07	498'"
323	324	2013	8	19	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	2.9	21753.0		Fragment de pneu	Central Del Pueblo	"UPS	 épisode 3"	Carnet de bord	1	Jour 324	Central Del Pueblo		2.28	66	15	3	2		lundi 19 août 2013	"N 19°26	279' W 99°07	498'"
308	309	2013	8	4	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21739.8		Capsule de Corona	Central Del Pueblo	Festival!	Carnet de bord	1	Jour 309	Central Del Pueblo		2.11	27	4	2	2		dimanche 4 août 2013	"N 19°26	279' W 99°07	498'"
316	317	2013	8	12	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21743.6		Ressorts de sonnette	Central Del Pueblo	Troisième couche	Carnet de bord	1	Jour 317	Central Del Pueblo		3.94	16	14	2	2		lundi 12 août 2013	"N 19°26	279' W 99°07	498'"
307	308	2013	8	3	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	2.6	21739.8		Vis	Central Del Pueblo	(Re)montage	Carnet de bord	1	Jour 308	Central Del Pueblo		7.54	44	14	2	2		samedi 3 août 2013	"N 19°26	279' W 99°07	498'"
315	316	2013	8	11	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21743.6		Gaine de frein	Central Del Pueblo	Deuxième couche	Carnet de bord	1	Jour 316	Central Del Pueblo		1.75	48	15	3	2		dimanche 11 août 2013	"N 19°26	279' W 99°07	498'"
314	315	2013	8	10	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	1.9	21743.6		Papier de verre	Central Del Pueblo	Première couche	Carnet de bord	1	Jour 315	Central Del Pueblo		0.64	82	14	0	2		samedi 10 août 2013	"N 19°26	279' W 99°07	498'"
312	313	2013	8	8	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21739.8		Rayon 	Central Del Pueblo	Nettoyage en profondeur	Carnet de bord	1	Jour 313	Central Del Pueblo		2.22	64	14	2	2		jeudi 8 août 2013	"N 19°26	279' W 99°07	498'"
342	343	2013	9	7	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	7.6	21805.1		Douille de serrage	Central Del Pueblo	Travail (suite)	Carnet de bord	1	Jour 343	Central Del Pueblo		5.66	12	14	2	2		samedi 7 septembre 2013	"N 19°26	279' W 99°07	498'"
343	344	2013	9	8	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21805.1		entenoir de frein	Central Del Pueblo	Dimanche boulot	Carnet de bord	1	Jour 344	Central Del Pueblo		0.31	19	15	3	2		dimanche 8 septembre 2013	"N 19°26	279' W 99°07	498'"
311	312	2013	8	7	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21739.8		Maillon de chaine	Central Del Pueblo	Démontage de nos bécanes	Carnet de bord	1	Jour 312	Central Del Pueblo		0.82	21	14	2	2		mercredi 7 août 2013	"N 19°26	279' W 99°07	498'"
310	311	2013	8	6	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21739.8		Gaine thermo-formable	Central Del Pueblo	Shampoing	Carnet de bord	1	Jour 311	Central Del Pueblo		0.55	75	11	3	2		mardi 6 août 2013	"N 19°26	279' W 99°07	498'"
309	310	2013	8	5	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21739.8		vis 	Central Del Pueblo	Démontage final	Carnet de bord	1	Jour 310	Central Del Pueblo		8.57	28	14	2	2		lundi 5 août 2013	"N 19°26	279' W 99°07	498'"
317	318	2013	8	13	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	0.0	21743.6		Foureau de cable de frein	Central Del Pueblo	Remontage	Carnet de bord	1	Jour 318	Central Del Pueblo		1.88	38	15	0	2		mardi 13 août 2013	"N 19°26	279' W 99°07	498'"
296	297	2013	7	23	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.266	19.4378	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.1	1.7	21707.7		Connectique à vis	Central Del Pueblo	Nettoyage des tambos	Carnet de bord	1	Jour 297	Central Del Pueblo		2.31	22	14	2	2		mardi 23 juillet 2013	"N 19°26	266' W 99°07	508'"
327	328	2013	8	23	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	3.4	21759.9		ballines	Central Del Pueblo	Bricolage vélos	Carnet de bord	1	Jour 328	Central Del Pueblo		7.33	5	14	2	2		vendredi 23 août 2013	"N 19°26	279' W 99°07	498'"
279	280	2013	7	6	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	25.417	19.4236	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.9	8102.6	2.3	21643.1		Lego vert	Rue Regina	Interview	Carnet de bord	1	Jour 280	Rue Regina		0.34	12	6	3	2		samedi 6 juillet 2013	"N 19°25	417' W 99°08	185'"
280	281	2013	7	7	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	25.405	19.4234	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.8	8102.5	0.1	21643.2		Bijoux gomette	Calle Regina	Ecriture	Carnet de bord	1	Jour 281	Calle Regina		0.25	65	11	3	2		dimanche 7 juillet 2013	"N 19°25	405' W 99°08	134'"
329	330	2013	8	25	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2227	19	26.279	19.438	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	3.2	21766.2		Bouchon de valve	Central Del Pueblo	Marathon Crash Race	Carnet de bord	1	Jour 330	Central Del Pueblo		0.43	14	15	3	2		dimanche 25 août 2013	"N 19°26	279' W 99°07	498'"
358	359	2013	9	23	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	26.26	19.4377	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8779.0	8101.1	2.8	21860.4		Gélatine	Central Del Pueblo	Tournage	Carnet de bord	1	Jour 359	Central Del Pueblo		0.19	77	6	3	2		lundi 23 septembre 2013	"N 19°26	260' W 99°07	565'"
391	392	2013	10	26	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.517	19.4253	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.8	8102.5	42.8	22082.8		Gaines de pinces crocodile	Calle Republica Urugay	Courses	Carnet de bord	1	Jour 392	Calle Republica Urugay		1.26	32	0	3	2		samedi 26 octobre 2013	"N 19°25	517' W 99°08	251'"
269	270	2013	6	26	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.501	19.425	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.8	8102.5	5.6	21597.1		Petite petite cuillère	Auberge Amigo	Journée recherches	Carnet de bord	1	Jour 270	Auberge Amigo		5.5	39	14	2	2		mardi 25 juin 2013	"N 19°22	483' W 99°08	125'"
272	273	2013	6	29	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.565	19.4261	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.6	8102.4	5.7	21611.3		Boucle d’oreille	Auberge Amigo	Recherche d’un ordinateur	Carnet de bord	1	Jour 273	Auberge Amigo		0.42	24	6	3	2		vendredi 28 juin 2013	"N 19°22	483' W 99°08	125'"
275	276	2013	7	2	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.337	19.4223	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.1	8101.9	1.7	21636.3		lastique	Calle de San Pablo	Réparation des vélos	Carnet de bord	1	Jour 276	Calle de San Pablo		0.58	80	4	3	2		mardi 2 juillet 2013	"N 19°25	337' W 99°07	418'"
357	358	2013	9	22	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.398	19.4233	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8781.7	8103.2	6.2	21857.6		Led orange	Calle Regina	Pizzas	Carnet de bord	1	Jour 358	Calle Regina		1.03	125	0	0	2		dimanche 22 septembre 2013	"N 19°25	398' W 99°08	866'"
380	381	2013	10	15	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.403	19.4234	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.8	8102.5	0.8	21952.8		Cheville	Calle Regina	Entrevues	Carnet de bord	1	Jour 381	Calle Regina		0.61	38	17	3	2		mardi 15 octobre 2013	"N 19°25	403' W 99°08	119'"
379	380	2013	10	14	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.551	19.4259	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8781.1	8102.7	2.1	21952.0		Perle orange	Calle Balderas	Courses	Carnet de bord	1	Jour 380	Calle Balderas		0.1	7	1	3	2		lundi 14 octobre 2013	"N 19°25	551' W 99°08	523'"
346	347	2013	9	11	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	26.259	19.4377	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8779.0	8101.1	7.8	21820.9		Valve de chambre à air	Central Del Pueblo	Petit break	Carnet de bord	1	Jour 347	Central Del Pueblo		4.84	50	3	0	2		mercredi 11 septembre 2013	"N 19°26	259' W 99°07	565'"
393	394	2013	10	28	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	26.3	19.4383	0.3393	-99	#CHAMP!	#CHAMP!	#CHAMP!	8778.9	8101.0	7.9	22097.0		Etiquette plastque	Calle República de Argentina	Syncronisation du site	Carnet de bord	1	Jour 394	Calle República de Argentina		0.26	17	14	3	2		lundi 28 octobre 2013	"N 19°26	300' W 99°07	516'"
288	289	2013	7	15	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.366	19.4228	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.9	8102.6	5.6	21686.3		Fusible	Calle Isabel la Católica	visites	Carnet de bord	1	Jour 289	Calle Isabel la Católica		1.42	20	6	0	2		lundi 15 juillet 2013	"N 19°25	366' W 99°08	143'"
294	295	2013	7	21	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	26.227	19.4371	0.3392	-99	#CHAMP!	#CHAMP!	#CHAMP!	8779.1	8101.2	1.0	21704.5		Ventouse	Calle República de Brasil	Journée off	Carnet de bord	1	Jour 295	Calle República de Brasil		0.5	20	11	3	2		dimanche 21 juillet 2013	"N 19°26	227' W 99°07	597'"
297	298	2013	7	24	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2228	19	25.52	19.4253	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8780.8	8102.5	1.9	21709.7		Objet de métal non identifié	Calle República de Uruguay	Courses	Carnet de bord	1	Jour 298	Calle República de Uruguay		0.55	20	14	2	2		mercredi 24 juillet 2013	"N 19°25	520' W 99°08	273'"
284	285	2013	7	11	Mexico-D.F	Mexico-D.F	Mexico	0	5250	2229	19	25.554	19.4259	0.339	-99	#CHAMP!	#CHAMP!	#CHAMP!	8781.2	8102.9	15.8	21674.3		Tube de colle	Calle 16 de Septiembre	Sur le chemin de La Casa Biciteka	Carnet de bord	1	Jour 285	Calle 16 de Septiembre		1.47	66	2	2	2		jeudi 11 juillet 2013	" N 19°25	554' W 99°08	654'"
